application,version,instrumentor,trial,function,iteration,zip,numNodes,ipTime,tSize,triangleTime,depth
bash,4,bb-lemon,1,evalexp,0,23.9118,0,0,3,0,1
bash,4,bb-lemon,1,evalexp,1,24.2941,0,0,0,0.004,0
bash,4,bb-lemon,1,bind_int_variable,0,0.68,0,0,0,0,0
bash,4,bb-lemon,1,subexpr,0,20.5469,0,0,0,0.004,0
bash,4,bb-lemon,1,readtok,0,31.4569,0,0,23,0.008,1
bash,4,bb-lemon,1,readtok,1,31.9134,0,0,11,0.008,1
bash,4,bb-lemon,1,readtok,2,31.933,0,0,10,0.004,1
bash,4,bb-lemon,1,readtok,3,31.9427,0,0.004,9,0.004,1
bash,4,bb-lemon,1,readtok,4,31.9476,0,0,6,0.008,1
bash,4,bb-lemon,1,readtok,5,31.95,0,0,3,0.008,1
bash,4,bb-lemon,1,readtok,6,31.9504,0,0,2,0.004,1
bash,4,bb-lemon,1,readtok,7,31.9505,0,0,1,0.008,1
bash,4,bb-lemon,1,readtok,8,31.9506,0,0,0,0.2,0
bash,4,bb-lemon,1,expassign,0,85.6041,0,0,1,0.004,1
bash,4,bb-lemon,1,expassign,1,85.6822,0,0,0,0.144,0
bash,4,bb-lemon,1,expland,0,7533.25,0,0,0,0.72,0
bash,4,bb-lemon,1,exp5,0,1080.06,0,0,0,0.016,0
bash,4,bb-lemon,1,expshift,0,8116.98,0,0,1,0.028,1
bash,4,bb-lemon,1,expshift,1,8117.29,0,0,0,15.26,0
bash,4,bb-lemon,1,exp1,0,0,0,0,0,0,0
bash,4,bb-lemon,1,exp0,0,31.3333,0,0,0,0,0
bash,4,bb-lemon,1,evalerror,0,1.04858e+06,0,0,0,0,0
bash,4,bb-lemon,1,find_flag,0,10.1154,0,0,0,0,0
bash,4,bb-lemon,1,change_flag,0,10.6542,0,0,8,0,1
bash,4,bb-lemon,1,change_flag,1,10.9875,0,0,7,0,1
bash,4,bb-lemon,1,change_flag,2,11.25,0,0,3,0.004,1
bash,4,bb-lemon,1,change_flag,3,11.35,0,0,0,0,0
bash,4,bb-lemon,1,which_set_flags,0,34.5,0,0,0,0,0
bash,4,bb-lemon,1,reset_shell_flags,0,0,0,0,0,0,0
bash,4,bb-lemon,1,making_children,0,12.5294,0,0,0,0,0
bash,4,bb-lemon,1,start_pipeline,0,34.5,0,0,0,0,0
bash,4,bb-lemon,1,stop_making_children,0,0,0,0,0,0,0
bash,4,bb-lemon,1,cleanup_the_pipeline,0,34.5,0,0,0,0,0
bash,4,bb-lemon,1,save_pipeline,0,0.666667,0,0,0,0,0
bash,4,bb-lemon,1,restore_pipeline,0,34.5,0,0,0,0,0
bash,4,bb-lemon,1,stop_pipeline,0,17.1641,0,0,10,0.008,1
bash,4,bb-lemon,1,stop_pipeline,1,18.4297,0,0,4,0.008,1
bash,4,bb-lemon,1,stop_pipeline,2,18.9141,0,0,0,0.216,0
bash,4,bb-lemon,1,give_terminal_to,0,1,0,0,0,0,0
bash,4,bb-lemon,1,delete_job,0,27.1587,0,0,1,0,1
bash,4,bb-lemon,1,delete_job,1,27.2857,0,0,0,0,0
bash,4,bb-lemon,1,nohup_job,0,0.6,0,0,1,0,1
bash,4,bb-lemon,1,nohup_job,1,1,0,0,0,0,0
bash,4,bb-lemon,1,terminate_current_pipeline,0,0.5,0,0,0,0,0
bash,4,bb-lemon,1,terminate_stopped_jobs,0,41.0833,0,0,0,0,0
bash,4,bb-lemon,1,hangup_all_jobs,0,47.6667,0,0,0,0.004,0
bash,4,bb-lemon,1,kill_current_pipeline,0,34.5,0,0,0,0,0
bash,4,bb-lemon,1,get_job_by_pid,0,21.8473,0,0,0,0,0
bash,4,bb-lemon,1,describe_pid,0,20.5961,0,0,1,0,1
bash,4,bb-lemon,1,describe_pid,1,20.9606,0,0,0,0.004,0
bash,4,bb-lemon,1,list_one_job,0,0,0,0,0,0,0
bash,4,bb-lemon,1,list_stopped_jobs,0,0,0,0,0,0,0
bash,4,bb-lemon,1,map_over_jobs,0,36.4412,0,0,0,0,0
bash,4,bb-lemon,1,list_running_jobs,0,0,0,0,0,0,0
bash,4,bb-lemon,1,list_all_jobs,0,0,0,0,0,0,0
bash,4,bb-lemon,1,make_child,0,27.6813,0,0,6,0.008,1
bash,4,bb-lemon,1,make_child,1,28.0549,0,0,3,0.004,1
bash,4,bb-lemon,1,make_child,2,28.0549,0,0,3,0.008,1
bash,4,bb-lemon,1,make_child,3,28.1374,0,0,0,0.128,0
bash,4,bb-lemon,1,ignore_tty_job_signals,0,0,0,0,0,0,0
bash,4,bb-lemon,1,default_tty_job_signals,0,0,0,0,0,0,0
bash,4,bb-lemon,1,get_tty_state,0,1.03704,0,0,4,0,1
bash,4,bb-lemon,1,get_tty_state,1,2.30247,0,0,1,0,1
bash,4,bb-lemon,1,get_tty_state,2,2.35185,0,0,0,0,0
bash,4,bb-lemon,1,set_tty_state,0,0.666667,0,0,2,0,1
bash,4,bb-lemon,1,set_tty_state,1,1.74359,0,0,0,0,0
bash,4,bb-lemon,1,wait_for_single_pid,0,31.5079,0,0,6,0,1
bash,4,bb-lemon,1,wait_for_single_pid,1,32.1065,0,0.004,2,0,1
bash,4,bb-lemon,1,wait_for_single_pid,2,32.1867,0,0,1,0,1
bash,4,bb-lemon,1,wait_for_single_pid,3,32.2269,0,0,0,0.036,0
bash,4,bb-lemon,1,wait_for,0,327.383,0,0,29,0.02,1
bash,4,bb-lemon,1,wait_for,1,333.072,0,0,10,0.016,1
bash,4,bb-lemon,1,wait_for,2,333.131,0,0,1,0.012,1
bash,4,bb-lemon,1,wait_for,3,333.15,0,0.004,1,0.012,1
bash,4,bb-lemon,1,wait_for,4,333.15,0,0,1,0.016,1
bash,4,bb-lemon,1,wait_for,5,333.169,0,0,0,1.692,0
bash,4,bb-lemon,1,wait_for_background_pids,0,41.7235,0,0,1,0,1
bash,4,bb-lemon,1,wait_for_background_pids,1,41.7281,0,0,0,0.02,0
bash,4,bb-lemon,1,wait_sigint_handler,0,0.857143,0,0,4,0,1
bash,4,bb-lemon,1,wait_sigint_handler,1,2.14286,0,0,0,0,0
bash,4,bb-lemon,1,notify_and_cleanup,0,0.571429,0,0,0,0,0
bash,4,bb-lemon,1,wait_for_job,0,1.125,0,0,2,0,1
bash,4,bb-lemon,1,wait_for_job,1,1.525,0,0,1,0,1
bash,4,bb-lemon,1,wait_for_job,2,1.725,0,0,0,0,0
bash,4,bb-lemon,1,reap_dead_jobs,0,0,0,0,0,0,0
bash,4,bb-lemon,1,start_job,0,1.49483,0,0,6,0.004,1
bash,4,bb-lemon,1,start_job,1,1.50259,0,0,1,0.004,1
bash,4,bb-lemon,1,start_job,2,1.51034,0,0,0,0.048,0
bash,4,bb-lemon,1,set_current_job,0,21.66,0,0,3,0,1
bash,4,bb-lemon,1,set_current_job,1,22.12,0,0,1,0,1
bash,4,bb-lemon,1,set_current_job,2,22.28,0,0,1,0.004,1
bash,4,bb-lemon,1,set_current_job,3,22.54,0,0,0,0.012,0
bash,4,bb-lemon,1,kill_pid,0,49.0547,0,0,12,0.004,1
bash,4,bb-lemon,1,kill_pid,1,49.7939,0,0,3,0.008,1
bash,4,bb-lemon,1,kill_pid,2,49.9148,0,0,2,0.004,1
bash,4,bb-lemon,1,kill_pid,3,49.9733,0,0,0,0.164,0
bash,4,bb-lemon,1,initialize_job_control,0,2.20068,0,0,9,0,1
bash,4,bb-lemon,1,initialize_job_control,1,2.39599,0,0,3,0.004,1
bash,4,bb-lemon,1,initialize_job_control,2,2.42041,0,0,2,0,1
bash,4,bb-lemon,1,initialize_job_control,3,2.47992,0,0,0,0.008,0
bash,4,bb-lemon,1,sigchld_handler,0,0.5,0,0,0,0,0
bash,4,bb-lemon,1,set_sigwinch_handler,0,0,0,0,0,0,0
bash,4,bb-lemon,1,sigwinch_sighandler,0,0.37037,0,0,2,0,1
bash,4,bb-lemon,1,sigwinch_sighandler,1,0.592593,0,0,1,0,1
bash,4,bb-lemon,1,sigwinch_sighandler,2,0.740741,0,0,0,0,0
bash,4,bb-lemon,1,unset_sigwinch_handler,0,0,0,0,0,0,0
bash,4,bb-lemon,1,initialize_job_signals,0,0.588235,0,0,0,0,0
bash,4,bb-lemon,1,delete_all_jobs,0,22.9444,0,0,1,0,1
bash,4,bb-lemon,1,delete_all_jobs,1,23.1667,0,0,0,0,0
bash,4,bb-lemon,1,nohup_all_jobs,0,26.6322,0,0,1,0,1
bash,4,bb-lemon,1,nohup_all_jobs,1,26.6782,0,0,0,0.012,0
bash,4,bb-lemon,1,unfreeze_jobs_list,0,0,0,0,0,0,0
bash,4,bb-lemon,1,set_job_control,0,0,0,0,0,0,0
bash,4,bb-lemon,1,without_job_control,0,34.5,0,0,0,0,0
bash,4,bb-lemon,1,end_job_control,0,25.7,0,0,2,0,1
bash,4,bb-lemon,1,end_job_control,1,26.1,0,0,0,0,0
bash,4,bb-lemon,1,restart_job_control,0,0.666667,0,0,0,0,0
bash,4,bb-lemon,1,set_sigchld_handler,0,0,0,0,0,0,0
bash,4,bb-lemon,1,cleanup_dead_jobs,0,21.76,0,0,0,0.004,0
bash,4,bb-lemon,1,pretty_print_job,0,109.076,0,0,0,0.704,0
bash,4,bb-lemon,1,reset_current,0,19.8434,0,0,13,0,1
bash,4,bb-lemon,1,reset_current,1,20.8193,0,0,2,0,1
bash,4,bb-lemon,1,reset_current,2,21.494,0,0,0,0.012,0
bash,4,bb-lemon,1,waitchld,0,661.42,0,0,2,0.008,1
bash,4,bb-lemon,1,waitchld,1,661.811,0,0.004,1,0.008,1
bash,4,bb-lemon,1,waitchld,2,662.055,0,0,0,6.088,0
bash,4,bb-lemon,1,notify_of_job_status,0,46.4768,0,0,0,0.328,0
bash,4,bb-lemon,1,stop_signal_handler,0,0,0,0,0,0,0
bash,4,bb-lemon,1,cont_signal_handler,0,0.588235,0,0,0,0,0
bash,4,bb-lemon,1,mark_dead_jobs_as_notified,0,23.0104,0,0,1,0.004,1
bash,4,bb-lemon,1,mark_dead_jobs_as_notified,1,23.0224,0,0,0,0.116,0
bash,4,bb-lemon,1,setjstatus,0,70.25,0,0,0,0.004,0
bash,4,bb-lemon,1,substring,0,0,0,0,0,0,0
bash,4,bb-lemon,1,sub_append_string,0,1.30769,0,0,2,0,1
bash,4,bb-lemon,1,sub_append_string,1,1.53846,0,0,1,0,1
bash,4,bb-lemon,1,sub_append_string,2,1.69231,0,0,0,0,0
bash,4,bb-lemon,1,extract_command_subst,0,0,0,0,0,0,0
bash,4,bb-lemon,1,extract_arithmetic_subst,0,0,0,0,0,0,0
bash,4,bb-lemon,1,extract_process_subst,0,0,0,0,0,0,0
bash,4,bb-lemon,1,extract_array_assignment_list,0,0,0,0,0,0,0
bash,4,bb-lemon,1,de_backslash,0,39.75,0,0,0,0,0
bash,4,bb-lemon,1,char_is_quoted,0,94.1449,0,0,0,0.092,0
bash,4,bb-lemon,1,unclosed_pair,0,73.4808,0,0,0,0.04,0
bash,4,bb-lemon,1,string_list,0,0,0,0,0,0,0
bash,4,bb-lemon,1,string_list_internal,0,21.1205,0,0,3,0,1
bash,4,bb-lemon,1,string_list_internal,1,21.3614,0,0,2,0,1
bash,4,bb-lemon,1,string_list_internal,2,21.506,0,0,1,0,1
bash,4,bb-lemon,1,string_list_internal,3,21.6024,0,0,0,0.012,0
bash,4,bb-lemon,1,list_string,0,36.3391,0,0,18,0.004,1
bash,4,bb-lemon,1,list_string,1,36.9603,0,0,1,0.004,1
bash,4,bb-lemon,1,list_string,2,37.0384,0,0,0,0.148,0
bash,4,bb-lemon,1,string_extract_verbatim,0,39.381,0,0.004,1,0,1
bash,4,bb-lemon,1,string_extract_verbatim,1,39.5714,0,0,0,0,0
bash,4,bb-lemon,1,get_word_from_string,0,12.2003,0,0,15,0.004,1
bash,4,bb-lemon,1,get_word_from_string,1,12.7917,0,0,0,0.016,0
bash,4,bb-lemon,1,strip_trailing_ifs_whitespace,0,11.6346,0,0,3,0,1
bash,4,bb-lemon,1,strip_trailing_ifs_whitespace,1,12.0192,0,0,2,0,1
bash,4,bb-lemon,1,strip_trailing_ifs_whitespace,2,12.25,0,0,1,0,1
bash,4,bb-lemon,1,strip_trailing_ifs_whitespace,3,12.4038,0,0,0,0.004,0
bash,4,bb-lemon,1,list_string_with_quotes,0,387.892,0,0,4,0,1
bash,4,bb-lemon,1,list_string_with_quotes,1,388.077,0,0.004,1,0,1
bash,4,bb-lemon,1,list_string_with_quotes,2,388.2,0,0,0,0.164,0
bash,4,bb-lemon,1,do_array_element_assignment,0,0.411765,0,0,5,0,1
bash,4,bb-lemon,1,do_array_element_assignment,1,0.823529,0,0,0,0,0
bash,4,bb-lemon,1,array_expand_index,0,0.380952,0,0,0,0,0
bash,4,bb-lemon,1,do_assignment,0,0,0,0,0,0,0
bash,4,bb-lemon,1,do_assignment_internal,0,51.2878,0,0,31,0.008,1
bash,4,bb-lemon,1,do_assignment_internal,1,52.8967,0,0,1,0.008,1
bash,4,bb-lemon,1,do_assignment_internal,2,52.9077,0,0,2,0.008,1
bash,4,bb-lemon,1,do_assignment_internal,3,52.9077,0,0,0,0.432,0
bash,4,bb-lemon,1,do_assignment_no_expand,0,0,0,0,0,0,0
bash,4,bb-lemon,1,list_rest_of_args,0,1.87432,0,0,9,0,1
bash,4,bb-lemon,1,list_rest_of_args,1,2.65392,0,0,7,0,1
bash,4,bb-lemon,1,list_rest_of_args,2,2.898,0,0,6,0,1
bash,4,bb-lemon,1,list_rest_of_args,3,3.04918,0,0,5,0.004,1
bash,4,bb-lemon,1,list_rest_of_args,4,3.1439,0,0,4,0,1
bash,4,bb-lemon,1,list_rest_of_args,5,3.20219,0,0,3,0,1
bash,4,bb-lemon,1,list_rest_of_args,6,3.23862,0,0,2,0,1
bash,4,bb-lemon,1,list_rest_of_args,7,3.26047,0,0,1,0,1
bash,4,bb-lemon,1,list_rest_of_args,8,3.27505,0,0,0,0.004,0
bash,4,bb-lemon,1,number_of_args,0,17.4167,0,0,0,0,0
bash,4,bb-lemon,1,get_dollar_var_value,0,1.0625,0,0,2,0,1
bash,4,bb-lemon,1,get_dollar_var_value,1,1.3125,0,0,0,0,0
bash,4,bb-lemon,1,string_rest_of_args,0,0.761905,0,0,0,0,0
bash,4,bb-lemon,1,remove_backslashes,0,26.4167,0,0,0,0,0
bash,4,bb-lemon,1,cond_expand_word,0,74.0115,0,0,3,0,1
bash,4,bb-lemon,1,cond_expand_word,1,74.1149,0,0,2,0,1
bash,4,bb-lemon,1,cond_expand_word,2,74.3218,0,0,0,0.016,0
bash,4,bb-lemon,1,expand_string_unsplit,0,206.195,0,0,1,0,1
bash,4,bb-lemon,1,expand_string_unsplit,1,206.207,0,0.004,0,0.032,0
bash,4,bb-lemon,1,expand_string,0,146.375,0,0,1,0,1
bash,4,bb-lemon,1,expand_string,1,146.75,0,0,0,0.008,0
bash,4,bb-lemon,1,expand_string_leave_quoted,0,28.7126,0,0,1,0,1
bash,4,bb-lemon,1,expand_string_leave_quoted,1,28.7241,0,0,0,0.004,0
bash,4,bb-lemon,1,quote_string,0,0.761905,0,0,0,0,0
bash,4,bb-lemon,1,dequote_string,0,16.7619,0,0,1,0,1
bash,4,bb-lemon,1,dequote_string,1,16.9524,0,0.004,0,0,0
bash,4,bb-lemon,1,word_list_remove_quoted_nulls,0,1010.5,0,0,0,0,0
bash,4,bb-lemon,1,expand_word,0,387.074,0,0,1,0,1
bash,4,bb-lemon,1,expand_word,1,387.296,0,0,0,0.028,0
bash,4,bb-lemon,1,expand_word_no_split,0,500.471,0,0,1,0,1
bash,4,bb-lemon,1,expand_word_no_split,1,500.706,0,0,0,0.008,0
bash,4,bb-lemon,1,expand_word_leave_quoted,0,0.588235,0,0,0,0,0
bash,4,bb-lemon,1,unlink_fifo_list,0,21.3,0,0,0,0,0
bash,4,bb-lemon,1,valid_array_reference,0,3.75,0,0,2,0,1
bash,4,bb-lemon,1,valid_array_reference,1,4.15,0,0,1,0,1
bash,4,bb-lemon,1,valid_array_reference,2,4.35,0,0,0,0,0
bash,4,bb-lemon,1,maybe_expand_string,0,54.9271,0,0,1,0,1
bash,4,bb-lemon,1,maybe_expand_string,1,54.9375,0,0,0,0,0
bash,4,bb-lemon,1,array_variable_part,0,0.647059,0,0,3,0,1
bash,4,bb-lemon,1,array_variable_part,1,1.03922,0,0,0,0,0
bash,4,bb-lemon,1,get_array_value,0,0,0,0,0,0,0
bash,4,bb-lemon,1,array_value_internal,0,1.67112,0,0,13,0,1
bash,4,bb-lemon,1,array_value_internal,1,1.95994,0,0,10,0.004,1
bash,4,bb-lemon,1,array_value_internal,2,2.04082,0,0,4,0,1
bash,4,bb-lemon,1,array_value_internal,3,2.08813,0,0,1,0,1
bash,4,bb-lemon,1,array_value_internal,4,2.09119,0,0,1,0.004,1
bash,4,bb-lemon,1,array_value_internal,5,2.09119,0,0,0,0.012,0
bash,4,bb-lemon,1,pat_subst,0,44.843,0,0,25,0.02,1
bash,4,bb-lemon,1,pat_subst,1,48.8895,0,0,7,0.02,1
bash,4,bb-lemon,1,pat_subst,2,50.5698,0,0,2,0.012,1
bash,4,bb-lemon,1,pat_subst,3,50.7209,0,0,0,1.876,0
bash,4,bb-lemon,1,string_quote_removal,0,848.973,0,0.004,0,0.056,0
bash,4,bb-lemon,1,word_split,0,1.025,0,0,2,0,1
bash,4,bb-lemon,1,word_split,1,1.425,0,0,1,0,1
bash,4,bb-lemon,1,word_split,2,1.625,0,0,0,0.004,0
bash,4,bb-lemon,1,expand_words,0,0,0,0,0,0,0
bash,4,bb-lemon,1,expand_words_no_vars,0,0,0,0,0,0,0
bash,4,bb-lemon,1,expand_words_shellexp,0,0,0,0,0,0,0
bash,4,bb-lemon,1,extract_delimited_string,0,89.3906,0,0,10,0.008,1
bash,4,bb-lemon,1,extract_delimited_string,1,90.5892,0,0,6,0.008,1
bash,4,bb-lemon,1,extract_delimited_string,2,91.3165,0,0,3,0.008,1
bash,4,bb-lemon,1,extract_delimited_string,3,91.771,0,0,0,0.904,0
bash,4,bb-lemon,1,string_extract,0,35.381,0,0,0,0.004,0
bash,4,bb-lemon,1,extract_dollar_brace_string,0,118.881,0,0,1,0,1
bash,4,bb-lemon,1,extract_dollar_brace_string,1,118.905,0,0,0,0.276,0
bash,4,bb-lemon,1,expand_word_internal,0,334.775,0,0,32,0.108,1
bash,4,bb-lemon,1,expand_word_internal,1,336.34,0,0,1,0.096,1
bash,4,bb-lemon,1,expand_word_internal,2,336.347,0,0,2,0.096,1
bash,4,bb-lemon,1,expand_word_internal,3,336.359,0,0,0,191.92,0
bash,4,bb-lemon,1,param_expand,0,7.07463,0,0.008,251,0.472,1
bash,4,bb-lemon,1,param_expand,1,7.33333,0,0.008,114,0.464,1
bash,4,bb-lemon,1,param_expand,2,7.46705,0,0.008,25,0.416,1
bash,4,bb-lemon,1,param_expand,3,7.51933,0,0.012,14,0.404,1
bash,4,bb-lemon,1,param_expand,4,7.55428,0,0.012,12,0.388,1
bash,4,bb-lemon,1,param_expand,5,7.60561,0,0.012,9,0.412,1
bash,4,bb-lemon,1,param_expand,6,7.84966,0,0.02,7,0.432,1
bash,4,bb-lemon,1,param_expand,7,7.86905,0,0.016,8,0.352,1
bash,4,bb-lemon,1,param_expand,8,7.88027,0,0.024,3,0.408,1
bash,4,bb-lemon,1,param_expand,9,7.88538,0,0.02,4,0.396,1
bash,4,bb-lemon,1,param_expand,10,7.90091,0,0.032,1,0.352,1
bash,4,bb-lemon,1,param_expand,11,7.90091,0,0.028,1,0.372,1
bash,4,bb-lemon,1,param_expand,12,7.90091,0,0.028,1,0.4,1
bash,4,bb-lemon,1,param_expand,13,7.90091,0,0.032,1,0.388,1
bash,4,bb-lemon,1,param_expand,14,7.90091,0,0.032,1,0.388,1
bash,4,bb-lemon,1,param_expand,15,7.90091,0,0.032,2,0.388,1
bash,4,bb-lemon,1,param_expand,16,7.90091,0,0.028,2,0.372,1
bash,4,bb-lemon,1,param_expand,17,7.90091,0,0.028,2,0.352,1
bash,4,bb-lemon,1,param_expand,18,7.90091,0,0.028,1,0.38,1
bash,4,bb-lemon,1,param_expand,19,7.90091,0,0.028,1,0.404,1
bash,4,bb-lemon,1,param_expand,20,7.90091,0,0.028,1,0.4,1
bash,4,bb-lemon,1,param_expand,21,7.90091,0,0.028,1,0.404,1
bash,4,bb-lemon,1,param_expand,22,7.90275,0,0.032,5,0.376,1
bash,4,bb-lemon,1,param_expand,23,7.90395,0,0.036,0,94.044,0
bash,4,bb-lemon,1,command_substitute,0,95336.5,0,0,22,0.012,1
bash,4,bb-lemon,1,command_substitute,1,95336.9,0,0,2,0.008,1
bash,4,bb-lemon,1,command_substitute,2,95336.9,0,0.004,0,0.252,0
bash,4,bb-lemon,1,string_extract_double_quoted,0,65.6311,0,0,1,0,1
bash,4,bb-lemon,1,string_extract_double_quoted,1,65.8641,0,0.004,0,0.068,0
bash,4,bb-lemon,1,string_list_dollar_at,0,307.5,0,0,0,0,0
bash,4,bb-lemon,1,quote_list,0,50.6667,0,0,0,0,0
bash,4,bb-lemon,1,parameter_brace_expand_length,0,42.7925,0,0,49,0.008,1
bash,4,bb-lemon,1,parameter_brace_expand_length,1,43.5318,0,0,19,0.008,1
bash,4,bb-lemon,1,parameter_brace_expand_length,2,43.6214,0,0,6,0.008,1
bash,4,bb-lemon,1,parameter_brace_expand_length,3,43.6375,0,0,3,0.008,1
bash,4,bb-lemon,1,parameter_brace_expand_length,4,43.6475,0,0,1,0.004,1
bash,4,bb-lemon,1,parameter_brace_expand_length,5,43.6476,0,0.004,0,0.18,0
bash,4,bb-lemon,1,parameter_brace_expand_word,0,2.93454,0,0,6,0,1
bash,4,bb-lemon,1,parameter_brace_expand_word,1,3.13544,0,0,1,0.004,1
bash,4,bb-lemon,1,parameter_brace_expand_word,2,3.18736,0,0,0,0.008,0
bash,4,bb-lemon,1,parameter_brace_patsub,0,18.3631,0,0,15,0,1
bash,4,bb-lemon,1,parameter_brace_patsub,1,19.0427,0,0,3,0.004,1
bash,4,bb-lemon,1,parameter_brace_patsub,2,19.1884,0,0,1,0.004,1
bash,4,bb-lemon,1,parameter_brace_patsub,3,19.1985,0,0,0,0.108,0
bash,4,bb-lemon,1,array_remove_pattern,0,4.03462,0,0,9,0,1
bash,4,bb-lemon,1,array_remove_pattern,1,4.40733,0,0,3,0,1
bash,4,bb-lemon,1,array_remove_pattern,2,4.49084,0,0,1,0,1
bash,4,bb-lemon,1,array_remove_pattern,3,4.51527,0,0,0,0,0
bash,4,bb-lemon,1,parameter_brace_expand_rhs,0,9.49606,0,0.004,13,0.004,1
bash,4,bb-lemon,1,parameter_brace_expand_rhs,1,10.5197,0,0,0,0.084,0
bash,4,bb-lemon,1,parameter_brace_expand_error,0,147.219,0,0,1,0.004,1
bash,4,bb-lemon,1,parameter_brace_expand_error,1,147.594,0,0,0,0.012,0
bash,4,bb-lemon,1,get_var_and_type,0,4.98514,0,0,8,0,1
bash,4,bb-lemon,1,get_var_and_type,1,5.73385,0,0,2,0,1
bash,4,bb-lemon,1,get_var_and_type,2,5.74935,0,0,1,0,1
bash,4,bb-lemon,1,get_var_and_type,3,5.75194,0,0,0,0.004,0
bash,4,bb-lemon,1,getpattern,0,2.6092,0,0,2,0,1
bash,4,bb-lemon,1,getpattern,1,3.09195,0,0,0,0,0
bash,4,bb-lemon,1,list_remove_pattern,0,1.30952,0,0,3,0,1
bash,4,bb-lemon,1,list_remove_pattern,1,2,0,0,1,0.004,1
bash,4,bb-lemon,1,list_remove_pattern,2,2.2381,0,0,0,0,0
bash,4,bb-lemon,1,remove_pattern,0,2.13615,0,0,12,0,1
bash,4,bb-lemon,1,remove_pattern,1,2.48005,0,0,0,0.016,0
bash,4,bb-lemon,1,unquoted_substring,0,95.6964,0,0,1,0,1
bash,4,bb-lemon,1,unquoted_substring,1,96.0714,0,0,0,0.088,0
bash,4,bb-lemon,1,expand_word_list_internal,0,413.629,0,0,14,0.028,1
bash,4,bb-lemon,1,expand_word_list_internal,1,413.895,0,0,2,0.028,1
bash,4,bb-lemon,1,expand_word_list_internal,2,413.955,0,0,0,5.88,0
bash,4,bb-lemon,1,initialize_filename_hashing,0,0.5,0,0,0,0,0
bash,4,bb-lemon,1,flush_hashed_filenames,0,0.666667,0,0,0,0,0
bash,4,bb-lemon,1,free_filename_data,0,0,0,0,0,0,0
bash,4,bb-lemon,1,remove_hashed_filename,0,0.7,0,0,1,0,1
bash,4,bb-lemon,1,remove_hashed_filename,1,1,0,0,0,0,0
bash,4,bb-lemon,1,remember_filename,0,0.970588,0,0.004,1,0,1
bash,4,bb-lemon,1,remember_filename,1,1.11765,0,0,0,0,0
bash,4,bb-lemon,1,find_hashed_filename,0,0.692737,0,0,5,0,1
bash,4,bb-lemon,1,find_hashed_filename,1,0.941341,0,0,0,0,0
bash,4,bb-lemon,1,make_hash_table,0,0.980392,0,0,1,0,1
bash,4,bb-lemon,1,make_hash_table,1,1.29412,0,0,0,0.004,0
bash,4,bb-lemon,1,hash_string,0,0.666667,0,0,0,0,0
bash,4,bb-lemon,1,find_hash_item,0,13.6833,0,0,1,0,1
bash,4,bb-lemon,1,find_hash_item,1,13.8167,0,0,0,0,0
bash,4,bb-lemon,1,remove_hash_item,0,13.6833,0,0,1,0,1
bash,4,bb-lemon,1,remove_hash_item,1,13.8167,0,0,0,0.004,0
bash,4,bb-lemon,1,add_hash_item,0,33.8684,0,0,2,0,1
bash,4,bb-lemon,1,add_hash_item,1,34.2632,0,0,0,0.016,0
bash,4,bb-lemon,1,flush_hash_table,0,21.1111,0,0,0,0.004,0
bash,4,bb-lemon,1,dispose_hash_table,0,0,0,0,0,0,0
bash,4,bb-lemon,1,time_to_check_mail,0,20.6562,0,0,2,0,1
bash,4,bb-lemon,1,time_to_check_mail,1,21.0312,0,0,0,0,0
bash,4,bb-lemon,1,reset_mail_timer,0,0,0,0,0,0,0
bash,4,bb-lemon,1,reset_mail_files,0,1.36,0,0,0,0.004,0
bash,4,bb-lemon,1,free_mail_files,0,35.1667,0,0,0,0,0
bash,4,bb-lemon,1,make_default_mailpath,0,0,0,0,0,0,0
bash,4,bb-lemon,1,remember_mail_dates,0,310.143,0,0,0,0.004,0
bash,4,bb-lemon,1,add_mail_file,0,20.9198,0,0,3,0,1
bash,4,bb-lemon,1,add_mail_file,1,21.2593,0,0,0,0.004,0
bash,4,bb-lemon,1,check_mail,0,63,0,0,0,0.052,0
bash,4,bb-lemon,1,initialize_signames,0,42.75,0,0.004,0,0,0
bash,4,bb-lemon,1,write_signames,0,0,0,0,0,0,0
bash,4,bb-lemon,1,main,0,0.291667,0,0,0,0.004,0
bash,4,bb-lemon,1,initialize_traps,0,0.666667,0,0,0,0,0
bash,4,bb-lemon,1,signal_name,0,0.5,0,0,0,0,0
bash,4,bb-lemon,1,decode_signal,0,18.8485,0,0,1,0,1
bash,4,bb-lemon,1,decode_signal,1,18.9697,0,0,0,0,0
bash,4,bb-lemon,1,run_pending_traps,0,35.75,0,0,0,0,0
bash,4,bb-lemon,1,run_interrupt_trap,0,0,0,0,0,0,0
bash,4,bb-lemon,1,trap_handler,0,0.490196,0,0,2,0,1
bash,4,bb-lemon,1,trap_handler,1,0.882353,0,0,0,0,0
bash,4,bb-lemon,1,maybe_set_sigchld_trap,0,0.5,0,0,0,0,0
bash,4,bb-lemon,1,set_signal,0,0.972458,0,0,5,0,1
bash,4,bb-lemon,1,set_signal,1,1.42161,0,0,0,0.004,0
bash,4,bb-lemon,1,set_debug_trap,0,0,0,0,0,0,0
bash,4,bb-lemon,1,set_sigint_handler,0,0.488235,0,0,0,0,0
bash,4,bb-lemon,1,trap_to_sighandler,0,0.380952,0,0,0,0,0
