Class, N, nodes, arcs, rounds, numinitialcuts, numtotalcuts, IPNodes, IPTime, SepTime
Tiny, 14474, 7.681083321818433, 10.539242780157524, 0.3667956335498135, 5.600594168854498, 6.455506425314357, 0.3674865275666713, 9.921238082078216e-05, 0.0008462069918474214
Medium, 3176, 47.008186397984886, 74.07777078085643, 1.7386649874055415, 71.69017632241814, 80.59981108312343, 4.420340050377834, 0.004041561712846307, 0.14088035264483761
Large, 651, 150.6082949308756, 239.15975422427036, 3.6589861751152073, 326.51920122887867, 366.12135176651304, 6.205837173579109, 0.011434715821812545, 9.046734254992307
Jumbo, 193, 456.8134715025907, 759.6787564766839, 6.383419689119171, 1671.7150259067357, 1792.6373056994819, 101.5440414507772, 0.09017616580310873, 504.9843834196892
