Application, Instrumentation, gams, lemon, speedup
tcas,basic blocks,10.277517636633334,0.45753971735633336,22.46256936122809
schedule2,basic blocks,472.9984217483334,0.7827728589373333,604.2601200946856
tcas,call sites,0.4709351857503334,0.4362976551056667,1.0793896786731019
schedule2,call sites,44.17534399030001,0.724294980367,60.99081891733721
schedule,call sites,286.499757687,0.7650752862296667,374.4726340578672
replace,call sites,12.4835410913,0.8413798809053334,14.836985497998336
tot_info,call sites,126.53934899966667,0.6709523995716666,188.59661144434224
print_tokens2,call sites,208.02035601933335,0.6798965930936666,305.95881510863114
