application,version,instrumentor,trial,function,nodes,arcs,maxIterations,initialMaxDepth,maxDepthIncrement,finalMaxDepth,initialTrianglesSize,triangleTime,numProbe,objectiveValue,totalIpTime,totalTriangleTime
bash,4,cc-lemon,1,itrace,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,command_error,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,evalexp,18,26,200,1,1,7,18,0,6,23.6765,0,0
bash,4,cc-lemon,1,bind_int_variable,5,6,200,1,1,7,1,0,1,0.36,0.004,0
bash,4,cc-lemon,1,subexpr,19,26,200,1,1,7,15,0,4,0.859373,0,0
bash,4,cc-lemon,1,readtok,76,123,200,1,1,7,24,0.004,7,1.32584,0,0.008
bash,4,cc-lemon,1,expassign,54,80,200,1,1,7,50,0.004,8,40.8333,0,0.024
bash,4,cc-lemon,1,expland,65,96,200,1,1,7,51,0.012,15,83519.1,0,0.012
bash,4,cc-lemon,1,exp5,24,41,200,1,1,7,7,0,3,542.812,0,0
bash,4,cc-lemon,1,expshift,147,228,200,1,1,7,41,0.044,15,3255.46,0,0.044
bash,4,cc-lemon,1,exp1,4,3,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,exp0,11,12,200,1,1,7,5,0,2,31.3333,0,0
bash,4,cc-lemon,1,evalerror,6,8,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,change_flag,17,29,200,1,1,7,4,0,4,0.1625,0,0
bash,4,cc-lemon,1,which_set_flags,7,9,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,making_children,8,11,200,1,1,7,4,0,2,12.1765,0,0
bash,4,cc-lemon,1,start_pipeline,7,9,200,1,1,7,4,0,2,34.5,0,0
bash,4,cc-lemon,1,cleanup_the_pipeline,7,9,200,1,1,7,4,0,2,34.5,0,0
bash,4,cc-lemon,1,restore_pipeline,7,9,200,1,1,7,4,0,2,34.5,0,0
bash,4,cc-lemon,1,stop_pipeline,54,85,200,1,1,7,67,0.004,9,2.69531,0,0.008
bash,4,cc-lemon,1,give_terminal_to,5,6,200,1,1,7,1,0,1,0.6,0,0
bash,4,cc-lemon,1,delete_job,15,21,200,1,1,7,20,0,5,27.0476,0,0.004
bash,4,cc-lemon,1,terminate_current_pipeline,3,3,200,1,1,7,1,0,1,0.5,0,0
bash,4,cc-lemon,1,terminate_stopped_jobs,8,11,200,1,1,7,1,0,1,6.58333,0,0
bash,4,cc-lemon,1,hangup_all_jobs,10,14,200,1,1,7,2,0,2,13.1667,0,0
bash,4,cc-lemon,1,kill_current_pipeline,7,9,200,1,1,7,4,0,2,34.5,0,0
bash,4,cc-lemon,1,get_job_by_pid,15,21,200,1,1,7,4,0,2,1.25123,0,0.004
bash,4,cc-lemon,1,describe_pid,13,18,200,1,1,7,1,0,1,0.364532,0,0
bash,4,cc-lemon,1,list_one_job,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,list_stopped_jobs,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,map_over_jobs,14,20,200,1,1,7,3,0,2,8.58824,0,0
bash,4,cc-lemon,1,list_running_jobs,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,list_all_jobs,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,make_child,51,76,200,1,1,7,91,0.004,14,26.3571,0,0.028
bash,4,cc-lemon,1,ignore_tty_job_signals,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,default_tty_job_signals,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,get_tty_state,10,16,200,1,1,7,10,0,4,1.61728,0,0
bash,4,cc-lemon,1,set_tty_state,6,9,200,1,1,7,5,0,3,1.4359,0,0
bash,4,cc-lemon,1,wait_for_single_pid,35,52,200,1,1,7,3,0,2,0.787086,0,0
bash,4,cc-lemon,1,wait_for,91,141,200,1,1,7,99,0.012,21,10.0829,0,0.024
bash,4,cc-lemon,1,wait_for_background_pids,23,35,200,1,1,7,19,0.004,3,0.174013,0,0.004
bash,4,cc-lemon,1,wait_sigint_handler,7,10,200,1,1,7,3,0,2,0.952381,0,0
bash,4,cc-lemon,1,notify_and_cleanup,5,6,200,1,1,7,3,0,2,0.571429,0,0
bash,4,cc-lemon,1,wait_for_job,9,13,200,1,1,7,6,0,1,0.5,0,0
bash,4,cc-lemon,1,reap_dead_jobs,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,start_job,39,58,200,1,1,7,89,0.004,13,0.62931,0,0.024
bash,4,cc-lemon,1,set_current_job,24,37,200,1,1,7,7,0,2,1,0,0
bash,4,cc-lemon,1,kill_pid,60,93,200,1,1,7,11,0,9,7.09288,0,0.004
bash,4,cc-lemon,1,initialize_job_control,24,34,200,1,1,7,36,0,10,12.3578,0,0.012
bash,4,cc-lemon,1,sigchld_handler,3,3,200,1,1,7,1,0,1,0.5,0,0
bash,4,cc-lemon,1,set_sigwinch_handler,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,sigwinch_sighandler,5,7,200,1,1,7,1,0,1,0.148148,0,0
bash,4,cc-lemon,1,unset_sigwinch_handler,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,initialize_job_signals,6,7,200,1,1,7,3,0,2,0.852941,0,0
bash,4,cc-lemon,1,delete_all_jobs,17,25,200,1,1,7,6,0,3,5,0,0
bash,4,cc-lemon,1,nohup_all_jobs,34,50,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,without_job_control,7,9,200,1,1,7,4,0,2,34.5,0,0
bash,4,cc-lemon,1,end_job_control,13,19,200,1,1,7,7,0,3,4.8,0,0
bash,4,cc-lemon,1,restart_job_control,3,3,200,1,1,7,1,0,1,0.666667,0,0
bash,4,cc-lemon,1,set_sigchld_handler,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,cleanup_dead_jobs,11,16,200,1,1,7,2,0,2,2.04,0,0
bash,4,cc-lemon,1,pretty_print_job,60,96,200,1,1,7,31,0.02,21,74.3586,0,0.092
bash,4,cc-lemon,1,reset_current,23,38,200,1,1,7,6,0,3,1.83133,0,0.004
bash,4,cc-lemon,1,waitchld,101,159,200,1,1,7,37,0.044,16,7.33557,0,0.116
bash,4,cc-lemon,1,notify_of_job_status,44,74,200,1,1,7,18,0.012,13,1.67802,0,0.04
bash,4,cc-lemon,1,stop_signal_handler,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,cont_signal_handler,6,7,200,1,1,7,3,0,2,0.852941,0,0
bash,4,cc-lemon,1,mark_dead_jobs_as_notified,56,87,200,1,1,7,2,0.004,2,0.622951,0,0.004
bash,4,cc-lemon,1,setjstatus,11,15,200,1,1,7,3,0,1,0.5,0,0
bash,4,cc-lemon,1,substring,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,sub_append_string,9,13,200,1,1,7,6,0,3,1.07692,0,0
bash,4,cc-lemon,1,extract_command_subst,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,extract_arithmetic_subst,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,extract_process_subst,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,extract_array_assignment_list,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,de_backslash,8,13,200,1,1,7,1,0,1,7.91667,0,0
bash,4,cc-lemon,1,char_is_quoted,32,53,200,1,1,7,3,0,3,0.449275,0,0
bash,4,cc-lemon,1,unclosed_pair,28,47,200,1,1,7,5,0,4,2.75,0,0
bash,4,cc-lemon,1,string_list,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,string_list_internal,25,37,200,1,1,7,15,0,4,13.3494,0,0
bash,4,cc-lemon,1,list_string,45,79,200,1,1,7,20,0.004,9,12.7775,0,0.016
bash,4,cc-lemon,1,string_extract_verbatim,15,23,200,1,1,7,3,0,2,7.5,0,0
bash,4,cc-lemon,1,get_word_from_string,26,47,200,1,1,7,8,0,3,5.85374,0,0
bash,4,cc-lemon,1,strip_trailing_ifs_whitespace,19,38,200,1,1,7,7,0,3,4.67308,0,0
bash,4,cc-lemon,1,list_string_with_quotes,39,69,200,1,1,7,8,0,5,2.84615,0,0.004
bash,4,cc-lemon,1,do_array_element_assignment,9,14,200,1,1,7,3,0,3,0.617647,0,0
bash,4,cc-lemon,1,array_expand_index,3,3,200,1,1,7,1,0,1,0.380952,0,0
bash,4,cc-lemon,1,do_assignment,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,do_assignment_internal,63,98,200,1,1,7,90,0.008,17,2.80074,0,0.064
bash,4,cc-lemon,1,do_assignment_no_expand,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,list_rest_of_args,18,30,200,1,1,7,40,0,11,22.0528,0,0
bash,4,cc-lemon,1,get_dollar_var_value,10,14,200,1,1,7,2,0,2,0.5625,0,0
bash,4,cc-lemon,1,string_rest_of_args,6,7,200,1,1,7,1,0,1,0.380952,0,0
bash,4,cc-lemon,1,remove_backslashes,8,11,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,cond_expand_word,24,36,200,1,1,7,18,0,7,9.32184,0,0.004
bash,4,cc-lemon,1,expand_string_unsplit,30,46,200,1,1,7,20,0.004,7,23.5057,0,0.008
bash,4,cc-lemon,1,expand_string,17,26,200,1,1,7,8,0.004,4,17.2188,0,0.004
bash,4,cc-lemon,1,expand_string_leave_quoted,18,27,200,1,1,7,18,0,6,20.1149,0,0
bash,4,cc-lemon,1,quote_string,7,9,200,1,1,7,1,0,1,0.380952,0,0
bash,4,cc-lemon,1,dequote_string,11,16,200,1,1,7,1,0,2,1.09524,0,0
bash,4,cc-lemon,1,word_list_remove_quoted_nulls,11,16,200,1,1,7,3,0,1,21.25,0,0
bash,4,cc-lemon,1,expand_word,29,44,200,1,1,7,27,0,8,87.3889,0,0.008
bash,4,cc-lemon,1,expand_word_no_split,19,28,200,1,1,7,13,0,5,58.6176,0,0.004
bash,4,cc-lemon,1,expand_word_leave_quoted,5,6,200,1,1,7,2,0,2,0.588235,0,0
bash,4,cc-lemon,1,unlink_fifo_list,9,12,200,1,1,7,3,0,1,7.95,0,0
bash,4,cc-lemon,1,valid_array_reference,8,13,200,1,1,7,2,0,2,1.025,0,0
bash,4,cc-lemon,1,maybe_expand_string,10,20,200,1,1,7,3,0,3,0.6875,0,0
bash,4,cc-lemon,1,array_variable_part,8,11,200,1,1,7,1,0,1,0.235294,0,0
bash,4,cc-lemon,1,get_array_value,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,array_value_internal,33,52,200,1,1,7,13,0.004,11,0.525754,0,0.008
bash,4,cc-lemon,1,pat_subst,88,150,200,1,1,7,27,0.02,15,29.2558,0,0.028
bash,4,cc-lemon,1,string_quote_removal,28,42,200,1,1,7,3,0,3,27.0798,0,0
bash,4,cc-lemon,1,word_split,7,10,200,1,1,7,2,0,2,0.825,0,0
bash,4,cc-lemon,1,expand_words,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,expand_words_no_vars,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,expand_words_shellexp,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,extract_delimited_string,67,114,200,1,1,7,30,0.016,17,10.6835,0,0.016
bash,4,cc-lemon,1,string_extract,19,32,200,1,1,7,5,0,3,9.80952,0.004,0
bash,4,cc-lemon,1,extract_dollar_brace_string,44,76,200,1,1,7,8,0.004,7,9.07018,0,0.004
bash,4,cc-lemon,1,expand_word_internal,238,371,200,1,1,7,173,0.384,55,32.6484,0,13.212
bash,4,cc-lemon,1,param_expand,409,713,200,1,1,7,1136,0.62,121,1.8437,0.02,8.548
bash,4,cc-lemon,1,command_substitute,80,122,200,1,1,7,99,0.016,22,4.08388,0.004,0.052
bash,4,cc-lemon,1,string_extract_double_quoted,30,47,200,1,1,7,10,0,4,2.70874,0,0
bash,4,cc-lemon,1,string_list_dollar_at,15,23,200,1,1,7,4,0,2,6.5,0,0
bash,4,cc-lemon,1,quote_list,11,15,200,1,1,7,7,0,3,42.4167,0,0
bash,4,cc-lemon,1,parameter_brace_expand_length,99,170,200,1,1,7,81,0.012,26,5.07347,0,0.04
bash,4,cc-lemon,1,parameter_brace_expand_word,25,40,200,1,1,7,21,0.004,7,0.749436,0,0.004
bash,4,cc-lemon,1,parameter_brace_patsub,46,75,200,1,1,7,77,0.008,17,4.54899,0,0.02
bash,4,cc-lemon,1,array_remove_pattern,20,33,200,1,1,7,12,0,8,0.570265,0,0
bash,4,cc-lemon,1,parameter_brace_expand_rhs,43,67,200,1,1,7,96,0.008,12,3.09449,0,0.032
bash,4,cc-lemon,1,parameter_brace_expand_error,23,34,200,1,1,7,16,0,6,18.0625,0,0.004
bash,4,cc-lemon,1,get_var_and_type,24,40,200,1,1,7,11,0,6,1.40084,0,0
bash,4,cc-lemon,1,getpattern,16,23,200,1,1,7,21,0,6,2,0,0
bash,4,cc-lemon,1,list_remove_pattern,16,23,200,1,1,7,12,0,5,21.3571,0,0
bash,4,cc-lemon,1,remove_pattern,37,59,200,1,1,7,19,0.004,8,1.50411,0,0.004
bash,4,cc-lemon,1,unquoted_substring,33,54,200,1,1,7,5,0.004,5,3.57143,0,0.004
bash,4,cc-lemon,1,expand_word_list_internal,145,228,200,1,1,7,202,0.092,43,291.589,0,0.904
bash,4,cc-lemon,1,initialize_filename_hashing,3,3,200,1,1,7,1,0,1,0.5,0,0
bash,4,cc-lemon,1,flush_hashed_filenames,3,3,200,1,1,7,1,0,1,0.666667,0,0
bash,4,cc-lemon,1,free_filename_data,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,remove_hashed_filename,6,8,200,1,1,7,4,0,3,1,0,0
bash,4,cc-lemon,1,remember_filename,11,14,200,1,1,7,9,0,3,0.911765,0,0
bash,4,cc-lemon,1,find_hashed_filename,14,22,200,1,1,7,13,0,6,0.891061,0,0
bash,4,cc-lemon,1,make_hash_table,12,17,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,find_hash_item,13,19,200,1,1,7,1,0,1,4.26667,0,0
bash,4,cc-lemon,1,remove_hash_item,13,19,200,1,1,7,1,0,1,4.26667,0,0
bash,4,cc-lemon,1,add_hash_item,26,37,200,1,1,7,15,0,4,7.86842,0,0
bash,4,cc-lemon,1,flush_hash_table,18,26,200,1,1,7,4,0,2,252.815,0,0
bash,4,cc-lemon,1,dispose_hash_table,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,time_to_check_mail,9,13,200,1,1,7,2,0,2,1,0,0
bash,4,cc-lemon,1,reset_mail_timer,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,free_mail_files,9,12,200,1,1,7,8,0,3,35.1667,0,0
bash,4,cc-lemon,1,make_default_mailpath,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,remember_mail_dates,18,28,200,1,1,7,6,0,3,13.0714,0,0
bash,4,cc-lemon,1,add_mail_file,18,25,200,1,1,7,9,0,3,7.41358,0,0
bash,4,cc-lemon,1,check_mail,30,44,200,1,1,7,15,0.004,8,26.9524,0,0.012
bash,4,cc-lemon,1,initialize_signames,6,7,200,1,1,7,1,0,1,11.875,0,0
bash,4,cc-lemon,1,write_signames,3,3,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,main,7,7,200,1,1,7,2,0,1,0.333333,0,0
bash,4,cc-lemon,1,initialize_traps,3,3,200,1,1,7,1,0,1,0.666667,0,0
bash,4,cc-lemon,1,decode_signal,13,20,200,1,1,7,4,0,3,5.43939,0,0
bash,4,cc-lemon,1,run_pending_traps,10,13,200,1,1,7,7,0,3,19.8125,0,0
bash,4,cc-lemon,1,run_interrupt_trap,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,trap_handler,6,8,200,1,1,7,2,0,2,0.901961,0,0
bash,4,cc-lemon,1,maybe_set_sigchld_trap,3,3,200,1,1,7,1,0,1,0.5,0,0
bash,4,cc-lemon,1,set_signal,22,35,200,1,1,7,15,0,8,1.27754,0,0
bash,4,cc-lemon,1,set_debug_trap,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,set_sigint_handler,9,12,200,1,1,7,4,0,4,0.488235,0.004,0
bash,4,cc-lemon,1,restore_default_signal,20,32,200,1,1,7,12,0,4,0.307918,0,0
bash,4,cc-lemon,1,ignore_signal,17,28,200,1,1,7,12,0,4,0.388235,0,0
bash,4,cc-lemon,1,run_exit_trap,5,7,200,1,1,7,2,0,2,0.666667,0,0
bash,4,cc-lemon,1,run_debug_trap,3,3,200,1,1,7,1,0,1,0.5,0,0
bash,4,cc-lemon,1,_run_trap_internal,5,7,200,1,1,7,2,0,2,0.375,0,0
bash,4,cc-lemon,1,reset_signal_handlers,13,18,200,1,1,7,7,0,4,24.1562,0,0
bash,4,cc-lemon,1,restore_original_signals,19,28,200,1,1,7,8,0,6,28.5938,0,0
bash,4,cc-lemon,1,maybe_call_trap_handler,12,19,200,1,1,7,5,0,5,0.420538,0,0
bash,4,cc-lemon,1,check_bash_input,26,40,200,1,1,7,35,0.004,10,1.46953,0,0.008
bash,4,cc-lemon,1,sync_buffered_stream,5,6,200,1,1,7,2,0,1,0.4,0,0
bash,4,cc-lemon,1,free_buffered_stream,5,6,200,1,1,7,3,0,2,1,0,0
bash,4,cc-lemon,1,fd_to_buffered_stream,11,15,200,1,1,7,3,0,2,0.686275,0,0
bash,4,cc-lemon,1,close_buffered_fd,6,8,200,1,1,7,3,0,2,0.5,0,0
bash,4,cc-lemon,1,duplicate_buffered_stream,17,25,200,1,1,7,21,0,5,1.14118,0,0
bash,4,cc-lemon,1,open_buffered_stream,3,3,200,1,1,7,1,0,1,0.666667,0,0
bash,4,cc-lemon,1,close_buffered_stream,5,6,200,1,1,7,3,0,2,1,0,0
bash,4,cc-lemon,1,buffered_getchar,10,13,200,1,1,7,4,0,2,16.1,0,0
bash,4,cc-lemon,1,with_input_from_buffered_stream,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,begin_unwind_frame,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,discard_unwind_frame,3,3,200,1,1,7,1,0,1,0.666667,0,0
bash,4,cc-lemon,1,run_unwind_frame,12,16,200,1,1,7,9,0,4,20.225,0,0
bash,4,cc-lemon,1,add_unwind_protect,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,remove_unwind_protect,7,9,200,1,1,7,6,0,3,1.09804,0,0
bash,4,cc-lemon,1,run_unwind_protects,7,9,200,1,1,7,4,0,2,34.5,0,0
bash,4,cc-lemon,1,unwind_protect_var,6,7,200,1,1,7,1,0,1,0.5,0,0
bash,4,cc-lemon,1,restore_variable,4,4,200,1,1,7,1,0,1,0.5,0,0
bash,4,cc-lemon,1,unwind_frame_discard_internal,14,20,200,1,1,7,10,0,5,22.2125,0,0
bash,4,cc-lemon,1,quote_string_for_globbing,19,27,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,quote_globbing_chars,9,19,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,shell_glob_filename,14,19,200,1,1,7,5,0,3,0.809524,0,0
bash,4,cc-lemon,1,ignore_glob_matches,26,39,200,1,1,7,6,0,4,105.231,0,0
bash,4,cc-lemon,1,setup_glob_ignore,4,5,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,setup_ignore_patterns,26,40,200,1,1,7,39,0,8,24.6341,0,0.004
bash,4,cc-lemon,1,initialize_signals,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,reinitialize_signals,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,initialize_terminating_signals,10,14,200,1,1,7,4,0,3,12.375,0.004,0
bash,4,cc-lemon,1,termination_unwind_protect,8,11,200,1,1,7,9,0,4,1.76,0,0
bash,4,cc-lemon,1,reset_terminating_signals,8,11,200,1,1,7,4,0,3,8.625,0,0
bash,4,cc-lemon,1,throw_to_top_level,17,24,200,1,1,7,16,0,4,639132,0,0.004
bash,4,cc-lemon,1,jump_to_top_level,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,sigint_sighandler,5,6,200,1,1,7,1,0,1,0.619048,0,0
bash,4,cc-lemon,1,set_signal_handler,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,initialize_shell_signals,5,6,200,1,1,7,3,0,2,1.33333,0,0
bash,4,cc-lemon,1,test_eaccess,16,25,200,1,1,7,18,0,5,0.80315,0,0
bash,4,cc-lemon,1,binary_test,80,136,200,1,1,7,86,0.008,29,0.835354,0,0.028
bash,4,cc-lemon,1,arithcomp,15,23,200,1,1,7,3,0,2,0.812499,0,0
bash,4,cc-lemon,1,unary_test,135,229,200,1,1,7,140,0.012,49,0.931563,0,0.028
bash,4,cc-lemon,1,test_command,33,47,200,1,1,7,7,0,4,2.63785e-07,0,0
bash,4,cc-lemon,1,test_syntax_error,3,3,200,1,1,7,1,0,1,0.5,0,0
bash,4,cc-lemon,1,integer_expected_error,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,unary_operator,12,17,200,1,1,7,3,0,2,0.15625,0,0
bash,4,cc-lemon,1,three_arguments,44,79,200,1,1,7,3,0,2,0.446834,0,0
bash,4,cc-lemon,1,binary_operator,17,38,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,beyond,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,or,6,8,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,and,6,8,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,term,46,78,200,1,1,7,3,0,3,0.352957,0,0
bash,4,cc-lemon,1,shell_version_string,5,6,200,1,1,7,2,0,2,0.375,0,0
bash,4,cc-lemon,1,show_shell_version,7,9,200,1,1,7,5,0,3,1,0,0
bash,4,cc-lemon,1,initialize_aliases,3,3,200,1,1,7,1,0,1,0.380952,0,0
bash,4,cc-lemon,1,find_alias,4,5,200,1,1,7,1,0,1,0.6,0,0
bash,4,cc-lemon,1,get_alias_value,5,7,200,1,1,7,1,0,1,0.625,0,0
bash,4,cc-lemon,1,add_alias,10,16,200,1,1,7,4,0,2,0.612245,0,0
bash,4,cc-lemon,1,remove_alias,4,5,200,1,1,7,2,0,2,1,0,0
bash,4,cc-lemon,1,free_alias_data,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,delete_all_aliases,3,3,200,1,1,7,1,0,1,0.666667,0,0
bash,4,cc-lemon,1,all_aliases,14,20,200,1,1,7,2,0,2,10.875,0,0
bash,4,cc-lemon,1,alias_expand_word,5,7,200,1,1,7,2,0,2,0.84375,0,0
bash,4,cc-lemon,1,alias_expand,66,110,200,1,1,7,26,0.024,9,51.3235,0,0.108
bash,4,cc-lemon,1,qsort_alias_compare,3,3,200,1,1,7,1,0,1,0.380952,0,0
bash,4,cc-lemon,1,new_array_element,3,3,200,1,1,7,1,0,1,0.666667,0,0
bash,4,cc-lemon,1,destroy_array_element,3,3,200,1,1,7,1,0,1,0.666667,0,0
bash,4,cc-lemon,1,new_array,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,empty_array,9,12,200,1,1,7,6,0,2,20.7,0,0
bash,4,cc-lemon,1,dispose_array,11,15,200,1,1,7,11,0,4,21.7,0,0
bash,4,cc-lemon,1,dup_array,8,11,200,1,1,7,4,0,3,21.3,0,0
bash,4,cc-lemon,1,array_add_element,15,21,200,1,1,7,9,0,4,1.18033,0,0
bash,4,cc-lemon,1,array_to_string,5,6,200,1,1,7,2,0,2,0.617647,0,0
bash,4,cc-lemon,1,array_to_string_internal,32,46,200,1,1,7,24,0,10,39.5,0,0
bash,4,cc-lemon,1,array_to_assignment_string,45,72,200,1,1,7,27,0.008,12,37.25,0,0.012
bash,4,cc-lemon,1,quoted_array_assignment_string,3,3,200,1,1,7,1,0,1,0.666667,0,0
bash,4,cc-lemon,1,array_to_word_list,9,14,200,1,1,7,2,0,2,7.98795,0,0
bash,4,cc-lemon,1,assign_word_list,5,6,200,1,1,7,1,0,1,21.25,0,0
bash,4,cc-lemon,1,word_list_to_array,5,6,200,1,1,7,1,0,1,0.666667,0,0
bash,4,cc-lemon,1,array_quote,10,15,200,1,1,7,3,0,2,7.96154,0,0
bash,4,cc-lemon,1,array_subrange,11,16,200,1,1,7,1,0,1,0.197531,0,0
bash,4,cc-lemon,1,array_pat_subst,29,43,200,1,1,7,44,0,9,30.1827,0,0
bash,4,cc-lemon,1,brace_expand,34,51,200,1,1,7,20,0.004,4,3.744,0,0.012
bash,4,cc-lemon,1,brace_gobbler,23,50,200,1,1,7,1,0,1,0.139344,0,0
bash,4,cc-lemon,1,array_concat,16,22,200,1,1,7,10,0,4,8.42529,0,0
bash,4,cc-lemon,1,bash_brace_completion,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,hack_braces_completion,5,6,200,1,1,7,1,0,1,21.25,0,0
bash,4,cc-lemon,1,really_munge_braces,26,38,200,1,1,7,10,0,6,20.9524,0,0.004
bash,4,cc-lemon,1,bash_history_inhibit_expansion,12,21,200,1,1,7,9,0,3,0.412162,0,0
bash,4,cc-lemon,1,bash_history_enable,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,load_history,5,7,200,1,1,7,2,0,2,0.537037,0,0
bash,4,cc-lemon,1,maybe_append_history,9,13,200,1,1,7,7,0,4,1.06319,0,0
bash,4,cc-lemon,1,maybe_save_shell_history,11,16,200,1,1,7,14,0,5,1.01439,0,0
bash,4,cc-lemon,1,pre_process_line,23,36,200,1,1,7,15,0,7,0.572243,0,0.004
bash,4,cc-lemon,1,maybe_add_history,44,69,200,1,1,7,32,0.008,13,7.64615,0,0.044
bash,4,cc-lemon,1,bash_add_history,14,21,200,1,1,7,11,0.004,5,1.31136,0,0.004
bash,4,cc-lemon,1,history_number,3,3,200,1,1,7,1,0,1,0.666667,0,0
bash,4,cc-lemon,1,setup_history_ignore,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,last_history_line,3,3,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,posix_readline_initialize,3,3,200,1,1,7,1,0,1,0.666667,0,0
bash,4,cc-lemon,1,initialize_readline,5,6,200,1,1,7,3,0,2,0.588235,0,0
bash,4,cc-lemon,1,bashline_reinitialize,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,bash_re_edit,3,3,200,1,1,7,1,0,1,0.666667,0,0
bash,4,cc-lemon,1,bash_push_line,3,3,200,1,1,7,1,0,1,0.666667,0,0
bash,4,cc-lemon,1,display_shell_version,1,0,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,operate_and_get_next,3,3,200,1,1,7,0,0,0,0,0,0
bash,4,cc-lemon,1,set_saved_history,3,3,200,1,1,7,1,0,1,0.666667,0,0
bash,4,cc-lemon,1,vi_edit_and_execute_command,4,4,200,1,1,7,1,0,1,0.380952,0,0
bash,4,cc-lemon,1,posix_edit_macros,4,5,200,1,1,7,1,0,1,0.4,0,0
bash,4,cc-lemon,1,attempt_shell_completion,39,66,200,1,1,7,96,0.004,14,2.95295,0,0.004
bash,4,cc-lemon,1,command_subst_completion_function,18,25,200,1,1,7,22,0,5,1.42188,0,0
bash,4,cc-lemon,1,variable_completion_function,24,35,200,1,1,7,19,0,6,1.52747,0,0
